,Ctrl.AS3.J1,Ctrl.AS3.J2,Ctrl.AS3.J3,Ctrl.AS3.J4,Ctrl.AS3.J5,Ctrl.BS.J1,Ctrl.BS.J2,Ctrl.BS.J3,Ctrl.BS.J4,Ctrl.BS.J5,Ctrl.P1.J1,Ctrl.P1.J2,Ctrl.P1.J3,Ctrl.P1.J4,Ctrl.P1.J5,DBP.AS1.J1,DBP.AS1.J2,DBP.AS1.J3,DBP.AS1.J4,DBP.AS1.J5,DBP.BS.J1,DBP.BS.J2,DBP.BS.J3,DBP.BS.J4,DBP.BS.J5,DBP.P1.J1,DBP.P1.J2,DBP.P1.J3,DBP.P1.J4,DBP.P1.J5,TBAC.AS3.J1,TBAC.AS3.J2,TBAC.AS3.J3,TBAC.AS3.J4,TBAC.AS3.J5,TBAC.BS.J1,TBAC.BS.J2,TBAC.BS.J3,TBAC.BS.J4,TBAC.BS.J5,TBAC.P3.J1,TBAC.P3.J2,TBAC.P3.J3,TBAC.P3.J4,TBAC.P3.J5,TEC.AS3.J1,TEC.AS3.J2,TEC.AS3.J3,TEC.AS3.J4,TEC.AS3.J5,TEC.BS.J1,TEC.BS.J2,TEC.BS.J3,TEC.BS.J4,TEC.BS.J5,TEC.P3.J1,TEC.P3.J2,TEC.P3.J3,TEC.P3.J4,TEC.P3.J5
Otu1,979,1695,1277,219,544,257,1115,873,5420,1218,1,2,0,5,1,551,1233,2439,4034,5726,2166,4469,4701,4948,1678,2,0,1,1,2,1423,1833,1009,608,2842,2103,687,1461,971,851,2,0,0,2,0,128,1122,1158,3291,3511,3376,3821,5427,2853,4559,0,8,3,1,8
Otu10,125,73,44,76,32,41,25,62,183,45,74,66,47,234,24,173,53,188,311,1758,363,171,122,148,287,11,57,32,68,28,104,92,50,69,71,31,54,48,13,19,39,63,52,74,63,323,126,36,378,238,217,173,200,173,134,49,127,69,123,79
Otu100,15,38,102,462,106,56,7,12,135,19,6,1,0,13,3,71,9,9,20,297,42,9,7,3,18,2,11,8,14,13,80,178,81,69,114,22,110,22,14,62,8,2,16,5,6,89,235,31,30,18,15,9,15,11,6,13,29,40,18,18
Otu1000,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Otu1001,5,5,1,3,5,0,1,4,2,5,2,1,0,1,2,96,1,5,7,9,5,1,1,1,2,73,1,8,0,9,4,5,3,8,1,2,3,2,0,4,2,3,0,0,3,1,2,0,3,3,3,2,0,0,1,0,1,1,1,0
Otu1002,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,2,1,0,1,3,1,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Otu1003,0,0,3,5,2,0,0,2,3,0,0,0,1,0,0,0,1,0,0,5,0,1,0,0,3,0,0,0,0,1,4,7,1,7,3,2,2,3,2,3,0,0,0,0,0,3,2,2,4,1,1,1,0,1,0,0,0,1,0,0
Otu1004,1,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1005,0,0,0,0,0,1,1,1,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu1006,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,2,3,0,4,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Otu1007,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
Otu1008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,2,0,1,0,2,6,2,7,3,2,0,0,0,0,0,1,4,9,4,0
Otu1010,0,3,1,2,0,2,1,1,7,6,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0
Otu1011,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,2,3,2,14,5,4,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu1012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu1013,4,36,1,7,35,12,0,3,11,1,753,90,222,39,98,16,11,14,21,85,24,3,4,3,49,14,24,24,26,31,34,10,13,15,19,4,3,3,1,6,29,65,23,23,39,0,3,5,19,5,4,6,0,7,6,2,19,12,12,6
Otu1014,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,1,0,0,0,2,9,14,2,9
Otu1015,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
Otu1017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Otu1018,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu1019,0,0,1,0,0,0,1,2,3,1,0,0,0,0,0,0,1,0,1,22,1,0,0,0,1,0,0,0,0,0,3,0,1,1,4,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu102,42,3,4,1,29,1,0,3,10,6,3,6,4,4,18,37,7,78,6,183,1,23,43,16,2,1,1,72,1,1,21,80,33,8,9,5,5,13,19,8,68,85,32,120,25,37,82,30,6,90,31,6,19,15,15,3,101,88,17,257
Otu1020,0,0,0,0,0,0,0,0,0,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,9,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Otu1021,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,1,0,0,1,0,4,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,4,1,3,2,0,1,0,2,0,3,0
Otu1022,1,2,1,5,2,1,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,2,1,4,1,1,0,0,0,0,0,0,1
Otu1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,9,5,13
Otu1024,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,9,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,1,0,1,1,0,1,0,0,0,0,0
Otu1025,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Otu1026,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Otu1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu1028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,13,0,1,0,0,1,0,0,0,0,0,1,2,1,1,3
Otu1029,0,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu103,19,36,14,7,16,9,6,4,23,7,3,11,5,17,2,26,8,30,42,316,34,26,31,19,22,0,1,1,0,0,24,26,15,26,20,12,9,0,3,24,0,5,8,3,7,22,44,9,58,29,16,16,21,20,11,4,12,12,9,4
Otu1030,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,1,0,0,0
Otu1031,0,2,1,7,2,0,0,1,3,1,0,0,0,0,0,7,0,1,3,11,4,1,0,1,2,0,0,0,0,0,1,1,1,2,0,1,1,0,0,2,0,0,0,0,0,1,1,0,3,1,0,0,0,4,0,0,0,1,0,0
Otu1032,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,7,8,10,0,0,1,0,1,0,0,0,0,0,1,2,3,4,2,0,0,0,0,0,0,1,1,0,0,0,3,6,0,1
Otu1033,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1034,0,5,4,1,0,1,0,1,9,1,0,0,0,1,0,0,0,0,0,8,2,0,0,1,4,0,0,0,0,0,1,1,1,0,5,8,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,1,1,1,0
Otu1035,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
Otu1036,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,36,0,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,14,0
Otu1037,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,2,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Otu1038,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,39,3,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Otu1039,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Otu104,18,18,9,23,12,1,2,4,16,0,4,20,8,132,4,20,6,35,22,128,9,2,13,4,12,5,29,42,21,17,18,22,4,9,9,8,2,1,2,4,28,47,29,122,62,30,22,10,19,16,12,3,9,5,7,35,110,83,104,58
Otu1040,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,5,2,0,0,1,0,0,1,0,1
Otu1041,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,1,0,4,3,3,6,4,2,3,0,0,5,0,0,0,0,0,0,0,0,1,8
Otu1042,0,0,0,1,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Otu1043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu1045,1,0,0,1,0,0,0,0,1,0,0,1,0,9,0,4,1,0,1,3,0,0,0,0,0,0,3,6,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,4,3,1,1,1,1,1,0,0,0,0,1,1,2,10,11
Otu1046,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
Otu1048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,1,2,1,0,1,0,0,1,0,4,0,1,0,2,0,0,0,0,0,0,1,0,0,4
Otu1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,10,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Otu105,6,19,19,21,12,29,6,26,34,21,0,2,0,6,0,82,6,34,27,319,64,22,12,7,29,0,2,4,1,1,23,11,10,11,26,5,16,12,9,13,0,0,2,2,2,48,9,13,65,11,26,17,17,14,8,1,5,4,1,0
Otu1050,0,4,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,1,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2
Otu1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Otu1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu1053,1,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,30,0,6,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,8,0,0,1,0,1,0,0,0
Otu1054,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu1055,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Otu1056,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Otu1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Otu1058,0,0,0,0,0,0,0,0,0,0,1,2,3,0,8,0,0,0,0,1,0,0,0,0,0,0,10,8,2,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,0,0
Otu1059,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu106,3,8,27,11,3,4,7,19,36,5,0,1,0,1,0,18,3,5,16,54,16,7,3,10,20,0,1,0,1,1,7,6,1,5,10,9,5,7,8,7,0,0,0,0,1,3,5,5,14,6,16,4,17,8,14,0,0,1,1,1
Otu1060,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Otu1061,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,0,0,0,0,0,0,1
Otu1062,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,1,1,0,3,0,0,0,0,0,0,1,0,0,3,1,0,5,0,0,0,0,0,0,0,0,2,0,0,8,2,0,3,1,0,0,1,1,0,0,0
Otu1063,4,4,4,12,4,10,7,7,5,6,2,2,3,4,0,2,2,5,3,149,4,0,2,2,4,1,3,2,9,0,21,20,2,10,3,4,5,2,3,11,2,3,9,2,2,6,15,3,2,5,2,2,4,2,2,0,11,11,2,5
Otu1064,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Otu1065,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Otu1066,0,2,6,2,0,4,4,0,6,1,0,0,0,0,0,2,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3,1,0,0,2,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
Otu1067,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
Otu1068,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Otu107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1070,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,0,0,0,0,4,1,0,4
Otu1071,0,2,2,1,1,1,0,1,1,0,0,0,0,0,0,5,1,1,0,9,2,0,0,0,2,0,0,0,0,0,2,3,0,1,1,0,9,2,1,3,0,0,1,0,0,0,2,1,4,0,1,3,0,0,0,0,1,0,0,0
Otu1072,0,1,3,4,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,6,0,2,0,1,3,0,0,0,1,0,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0
Otu1073,0,0,0,0,1,0,2,0,5,0,0,0,0,1,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,1,0,0,0,0
Otu1074,0,0,0,0,0,0,0,0,0,0,4,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
Otu1075,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,2,22,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Otu1076,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,21,1,0,1,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,0,1,0,2,0
Otu1077,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Otu1078,0,5,2,2,0,0,2,1,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,0,0,1,2,0,1,0,0,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,1,0
Otu1079,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,2,2,0,4,3,0,0,1,2,1,0,0,0,1,0,0,1,0,0,2
Otu108,13,6,34,46,31,8,45,31,31,80,0,3,0,6,3,22,5,4,24,179,30,13,25,23,40,0,2,0,1,0,15,40,12,13,17,15,35,23,30,55,0,1,1,1,2,22,14,22,31,12,42,29,41,54,13,0,4,4,0,2
Otu1080,0,4,0,1,4,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,5,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,3,1,1,0,0,0,0,0
Otu1081,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu1082,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,8,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,7,0
Otu1083,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0
Otu1084,1,0,0,0,0,2,0,0,4,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Otu1085,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,1,3,0,0,1,0,0,1,0,1,1,0,0,0,3,2,0,0,0,0,0,0,4,6,0,1,3,1,0,0,1,0,0,0,0,0,0
Otu1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1087,5,0,5,2,3,0,0,1,3,0,0,0,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,1,0,7,1,0,0,2,0,0,3,0,1,0,0,0,3,0
Otu1089,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu109,2,16,17,59,12,0,19,9,8,9,1,6,4,16,5,23,8,0,9,148,14,8,5,13,21,1,10,3,0,0,19,48,11,20,21,9,9,7,4,8,6,22,6,22,4,69,14,21,19,15,12,23,14,7,5,5,21,14,6,15
Otu1090,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Otu1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
Otu1092,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,8,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
Otu1094,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2
Otu1095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,7,0,3,0,0,0,0,0,0,0,0,0,9,0,4,2
Otu1096,0,5,10,4,2,1,0,0,4,0,0,1,0,4,0,0,1,0,4,15,0,1,3,0,1,0,0,0,0,0,5,2,1,2,4,0,0,0,0,0,0,2,0,2,4,4,2,1,2,7,3,0,1,0,2,1,1,0,3,2
Otu1097,0,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,4,0,2,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,5,0,0,0,0,0,0,0
Otu1099,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,5,1,1,0,0,5,7,0,1,4,0,0,0,3,0,0,4,0,0,4,2,0,0,0,0,0,0,0,0,0
Otu11,15,35,12,13,13,9,5,12,13,7,752,594,1208,636,483,39,6,17,32,162,20,8,20,16,6,21,73,85,94,34,88,41,44,72,48,13,21,7,5,13,186,776,1171,338,322,111,29,14,60,59,9,16,35,12,14,241,178,238,464,433
Otu110,12,38,17,21,14,41,14,55,57,16,0,0,1,18,1,46,12,19,62,216,94,23,25,23,34,0,0,0,0,0,16,29,11,15,27,15,19,12,8,16,0,4,4,0,2,22,32,8,41,38,39,18,37,16,19,0,8,4,5,5
